soil_type,nitrogen,phosphorus,potassium,organic_carbon,pH,recommended_crop,recommended_fertilizer
Laterite,28.15,11.12,115.02,0.41,5.7,Cashew,Organic Mix
Alluvial,56.73,20.39,198.95,1.1,7.1,Sugarcane,Urea + MOP
Alluvial,59.55,23.23,199.32,1.31,6.63,Sugarcane,Urea + MOP
Alluvial,60.34,35.74,183.73,1.3,7.27,Sugarcane,Urea + DAP
Red,35.8,8.07,115.59,0.76,5.45,Millets,Gypsum + SSP
Laterite,32.99,5.55,86.91,0.42,5.1,Cashew,Organic Mix
Alluvial,86.85,19.55,179.88,1.32,6.82,Rice,Urea + DAP
Red,52.63,10.91,157.0,0.66,6.27,Maize,SSP + Urea
Red,57.22,11.85,165.87,0.87,5.99,Groundnut,Gypsum + SSP
Black,31.56,13.42,307.96,2.06,7.9,Soybean,Potash + Urea
Black,43.61,17.56,286.21,1.42,8.37,Pulses,NPK 20:20:0
Red,47.46,17.04,137.61,0.6,5.71,Maize,SSP + Urea
Black,31.02,11.11,271.36,1.11,7.47,Pulses,Potash + Urea
Black,32.23,24.97,248.78,1.95,8.3,Soybean,NPK 20:20:0
Red,31.32,16.31,147.26,0.33,5.61,Groundnut,SSP + Urea
Red,29.46,11.75,166.55,0.87,5.9,Groundnut,Gypsum + SSP
Alluvial,84.34,36.59,156.47,0.92,7.21,Rice,Urea + DAP
Laterite,32.55,10.52,106.02,0.35,4.83,Tea,Organic Mix
Black,29.85,19.89,315.77,1.38,8.06,Cotton,Potash + Urea
Alluvial,85.27,32.42,221.57,0.97,6.86,Rice,Urea + DAP
Alluvial,65.98,39.81,166.57,0.92,6.9,Sugarcane,Urea + MOP
Black,36.97,14.53,307.21,2.11,7.68,Soybean,NPK 20:20:0
Black,42.91,15.0,249.09,1.03,8.34,Cotton,NPK 20:20:0
Laterite,26.6,12.11,81.13,0.51,4.79,Rubber,Organic Mix
Laterite,13.4,6.69,84.78,0.74,5.28,Cashew,Organic Mix
Laterite,23.49,10.04,110.59,0.42,4.94,Cashew,Organic Mix
Laterite,25.09,9.99,83.8,0.44,5.75,Rubber,Organic Mix
Red,51.78,10.26,114.71,0.59,5.8,Maize,Gypsum + SSP
Laterite,29.87,9.83,96.26,0.43,5.18,Rubber,Organic Compost
Black,19.66,18.35,279.4,1.83,7.51,Cotton,NPK 20:20:0
Alluvial,78.28,20.1,162.64,1.3,6.73,Rice,NPK 10:26:26
Black,29.39,14.34,322.59,1.63,7.17,Pulses,NPK 20:20:0
Black,45.09,21.73,307.58,1.16,8.39,Pulses,Potash + Urea
Red,52.82,12.66,167.44,0.7,6.2,Groundnut,SSP + Urea
Red,45.67,12.23,122.93,0.44,6.08,Millets,Gypsum + SSP
Alluvial,84.83,27.11,212.65,1.2,7.17,Sugarcane,Urea + MOP
Laterite,33.21,7.01,85.6,0.53,5.41,Tea,Organic Compost
Laterite,32.8,11.47,108.15,0.32,5.84,Tea,Organic Mix
Laterite,25.96,10.07,114.84,0.47,4.86,Tea,Organic Compost
Red,49.51,17.16,117.24,0.41,6.49,Groundnut,Gypsum + SSP
Red,55.26,13.36,164.36,0.56,5.6,Maize,Gypsum + SSP
Black,19.98,10.01,264.36,1.34,7.51,Pulses,Potash + Urea
Laterite,16.23,6.31,118.42,0.73,5.14,Tea,Organic Mix
Black,38.1,18.46,330.48,1.61,7.31,Pulses,NPK 20:20:0
Red,59.93,14.38,141.9,0.51,5.94,Millets,SSP + Urea
Black,42.13,9.93,289.8,1.57,7.73,Pulses,Potash + Urea
Alluvial,88.07,36.63,187.91,0.91,7.38,Maize,Urea + DAP
Black,30.25,12.45,281.24,1.97,7.31,Pulses,NPK 20:20:0
Laterite,11.96,7.27,97.36,0.3,5.47,Rubber,Organic Mix
Black,30.62,10.16,292.11,1.11,8.37,Soybean,Potash + Urea
Black,21.67,12.98,295.69,1.44,8.12,Cotton,NPK 20:20:0
Laterite,21.98,10.0,88.72,0.42,4.64,Rubber,Organic Compost
Red,41.57,18.41,132.26,0.56,5.53,Maize,Gypsum + SSP
Alluvial,76.71,21.33,204.77,0.83,7.16,Rice,Urea + MOP
Black,41.94,13.17,319.66,1.96,8.29,Soybean,NPK 20:20:0
Alluvial,85.55,22.6,172.31,1.27,6.82,Maize,NPK 10:26:26
Red,54.99,15.19,117.97,0.44,5.77,Millets,Gypsum + SSP
Red,54.26,12.31,115.26,0.77,6.0,Millets,Gypsum + SSP
Red,46.29,16.13,169.9,0.8,5.7,Maize,Gypsum + SSP
Alluvial,78.15,20.34,174.73,0.86,7.33,Wheat,NPK 10:26:26
Alluvial,59.42,28.93,169.83,0.98,6.55,Wheat,NPK 10:26:26
Alluvial,64.59,30.32,202.24,1.26,6.86,Maize,Urea + DAP
Red,51.45,8.59,118.61,0.57,5.86,Millets,Gypsum + SSP
Alluvial,58.12,22.17,220.43,1.24,7.54,Wheat,NPK 10:26:26
Red,51.64,11.61,118.48,0.89,6.15,Groundnut,SSP + Urea
Black,25.97,24.09,244.2,1.26,7.11,Pulses,NPK 20:20:0
Black,29.51,11.57,332.52,2.26,7.9,Pulses,Potash + Urea
Red,30.78,15.97,165.18,0.89,6.17,Groundnut,SSP + Urea
Alluvial,65.72,26.91,208.59,1.1,6.59,Rice,Urea + DAP
Laterite,36.35,4.98,117.44,0.33,4.97,Cashew,Organic Mix
Black,28.49,24.45,326.16,2.01,7.44,Pulses,Potash + Urea
Laterite,25.19,9.62,123.98,0.43,4.85,Tea,Organic Mix
Alluvial,57.61,23.38,172.42,1.05,6.98,Rice,Urea + MOP
Alluvial,69.28,38.02,175.15,1.42,7.18,Wheat,NPK 10:26:26
Alluvial,61.81,26.88,150.03,1.09,7.27,Sugarcane,Urea + DAP
Black,36.72,14.72,321.9,1.63,8.47,Soybean,Potash + Urea
Black,23.85,19.5,261.38,1.93,7.46,Cotton,Potash + Urea
Laterite,23.86,9.7,110.02,0.52,5.79,Cashew,Organic Compost
Red,50.85,13.83,159.84,0.42,6.14,Maize,SSP + Urea
Laterite,14.45,11.28,112.09,0.71,5.46,Tea,Organic Compost
Black,23.97,13.42,275.18,1.1,7.21,Pulses,Potash + Urea
Laterite,14.15,10.9,91.11,0.75,5.46,Cashew,Organic Compost
Alluvial,83.59,39.31,200.48,0.75,6.49,Maize,Urea + MOP
Alluvial,73.94,35.95,181.68,1.35,6.44,Maize,NPK 10:26:26
Alluvial,65.07,36.91,222.78,1.19,7.23,Wheat,Urea + MOP
Alluvial,87.48,21.53,157.39,1.2,7.27,Wheat,NPK 10:26:26
Alluvial,68.75,21.13,184.47,0.84,7.01,Rice,NPK 10:26:26
Red,52.9,14.7,160.2,0.8,5.65,Maize,Gypsum + SSP
Alluvial,71.45,28.4,184.74,1.05,6.65,Rice,Urea + MOP
Black,26.68,18.37,326.89,1.87,7.17,Soybean,Potash + Urea
Red,37.78,9.24,162.87,0.77,5.75,Maize,SSP + Urea
Laterite,24.29,6.3,112.14,0.53,4.55,Cashew,Organic Compost
Laterite,33.51,9.13,120.85,0.42,4.86,Tea,Organic Compost
Red,51.54,10.65,138.76,0.53,6.4,Groundnut,Gypsum + SSP
Red,34.37,7.51,126.87,0.58,6.03,Maize,SSP + Urea
Black,34.28,13.27,315.01,0.94,7.14,Cotton,NPK 20:20:0
Black,41.08,11.42,269.34,1.03,8.26,Cotton,Potash + Urea
Alluvial,66.61,26.22,207.97,1.45,6.8,Wheat,Urea + DAP
Alluvial,61.06,22.76,187.41,0.95,7.13,Wheat,Urea + MOP
Laterite,11.44,10.95,97.04,0.56,4.83,Cashew,Organic Compost
Laterite,25.91,10.17,89.15,0.6,5.66,Cashew,Organic Mix
Red,56.01,14.98,133.96,0.72,6.22,Millets,SSP + Urea
Red,53.2,12.17,142.01,0.75,6.38,Groundnut,Gypsum + SSP
Laterite,28.02,9.33,87.3,0.55,5.06,Tea,Organic Compost
Red,50.15,17.74,141.09,0.58,5.97,Millets,Gypsum + SSP
Laterite,20.52,10.41,116.46,0.55,5.17,Cashew,Organic Mix
Alluvial,83.46,30.61,196.0,1.04,7.43,Sugarcane,Urea + MOP
Alluvial,82.13,28.89,196.11,1.27,6.71,Sugarcane,NPK 10:26:26
Black,42.13,26.84,285.0,1.13,7.27,Soybean,Potash + Urea
Red,50.36,11.87,138.28,0.64,6.0,Millets,SSP + Urea
Alluvial,87.18,28.78,156.51,1.01,6.88,Rice,NPK 10:26:26
Black,37.01,9.24,242.43,1.41,7.47,Cotton,NPK 20:20:0
Red,43.21,9.35,156.3,0.65,6.5,Groundnut,Gypsum + SSP
Black,21.1,17.81,245.51,2.08,8.41,Pulses,Potash + Urea
Black,18.03,13.72,261.41,2.0,7.84,Soybean,NPK 20:20:0
Black,30.07,24.86,293.93,1.5,8.1,Pulses,NPK 20:20:0
Red,38.43,12.95,145.39,0.65,5.46,Groundnut,SSP + Urea
Red,45.07,13.23,161.11,0.89,5.76,Maize,SSP + Urea
Laterite,32.74,9.12,97.68,0.7,5.44,Tea,Organic Compost
Red,27.97,18.4,137.09,0.73,5.65,Millets,SSP + Urea
Laterite,23.41,10.33,80.8,0.59,5.15,Cashew,Organic Mix
Black,25.3,13.63,307.21,1.72,8.46,Soybean,NPK 20:20:0
Red,40.1,17.12,156.32,0.7,6.33,Groundnut,Gypsum + SSP
Black,38.35,11.18,266.38,1.63,7.21,Pulses,NPK 20:20:0
Alluvial,85.78,33.26,199.14,0.91,6.83,Wheat,NPK 10:26:26
Alluvial,73.11,37.86,167.75,1.22,7.37,Wheat,Urea + DAP
Alluvial,77.69,31.95,221.89,1.38,6.81,Wheat,Urea + DAP
Black,30.19,9.73,281.47,2.08,7.21,Cotton,NPK 20:20:0
Laterite,13.94,7.21,85.25,0.26,5.23,Tea,Organic Mix
Laterite,12.89,7.65,121.62,0.59,5.72,Tea,Organic Mix
Alluvial,81.86,21.68,200.3,0.97,6.54,Wheat,Urea + DAP
Red,37.01,14.37,156.01,0.62,6.05,Millets,Gypsum + SSP
Black,27.74,23.3,332.54,2.1,7.66,Soybean,NPK 20:20:0
Laterite,16.48,5.56,126.06,0.68,5.45,Cashew,Organic Compost
Red,33.39,11.93,155.81,0.52,6.07,Groundnut,SSP + Urea
Alluvial,83.76,34.07,190.46,1.26,6.64,Wheat,Urea + DAP
Laterite,19.13,6.57,125.32,0.4,4.61,Rubber,Organic Compost
Black,39.83,21.44,300.94,2.06,7.32,Soybean,Potash + Urea
Red,34.83,13.53,117.14,0.44,5.87,Groundnut,SSP + Urea
Black,44.19,11.37,291.99,1.02,8.25,Soybean,NPK 20:20:0
Alluvial,53.54,27.3,170.03,1.36,6.93,Maize,Urea + MOP
Red,38.96,15.13,118.32,0.74,5.52,Groundnut,SSP + Urea
Black,39.48,17.96,252.58,1.62,7.82,Cotton,Potash + Urea
Alluvial,84.34,22.59,199.18,1.05,6.69,Sugarcane,Urea + MOP
Alluvial,79.0,25.82,155.89,1.36,7.23,Wheat,Urea + MOP
Laterite,15.34,9.2,118.33,0.61,5.0,Cashew,Organic Mix
Black,25.94,16.38,324.76,1.23,7.79,Soybean,Potash + Urea
Laterite,19.33,6.37,132.16,0.54,5.75,Tea,Organic Compost
Black,40.83,19.98,271.7,1.18,8.19,Pulses,NPK 20:20:0
Alluvial,71.3,20.46,192.95,1.01,6.66,Wheat,NPK 10:26:26
Red,58.06,15.42,130.36,0.75,6.36,Maize,Gypsum + SSP
Alluvial,81.91,33.12,202.09,1.04,6.83,Sugarcane,Urea + MOP
Laterite,12.49,8.71,86.95,0.55,4.84,Rubber,Organic Compost
Black,39.5,21.21,308.57,1.92,7.06,Pulses,Potash + Urea
Red,57.18,14.77,155.37,0.63,6.12,Groundnut,SSP + Urea
Laterite,13.74,9.25,84.45,0.5,5.4,Cashew,Organic Mix
Laterite,14.32,6.07,84.45,0.35,5.2,Rubber,Organic Compost
Red,56.25,15.07,166.43,0.7,5.96,Maize,Gypsum + SSP
Red,28.49,8.17,156.78,0.41,6.01,Groundnut,Gypsum + SSP
Red,48.06,13.97,110.19,0.79,6.33,Millets,Gypsum + SSP
Red,31.25,11.86,121.5,0.49,6.16,Maize,Gypsum + SSP
Red,35.74,15.48,139.68,0.71,6.65,Groundnut,Gypsum + SSP
Red,26.35,17.51,128.37,0.68,6.32,Millets,Gypsum + SSP
Black,38.74,19.76,313.42,1.55,7.36,Cotton,Potash + Urea
Laterite,15.61,5.98,107.63,0.5,4.75,Cashew,Organic Compost
Red,27.15,9.98,123.02,0.74,5.64,Maize,SSP + Urea
Laterite,28.24,9.94,110.61,0.36,5.27,Rubber,Organic Mix
Alluvial,81.04,33.98,232.84,0.79,6.92,Rice,Urea + MOP
Alluvial,59.81,28.31,211.7,1.24,6.53,Rice,Urea + MOP
Black,39.8,15.85,241.06,1.65,8.32,Soybean,Potash + Urea
Laterite,11.02,10.48,102.47,0.31,5.49,Tea,Organic Compost
Red,42.47,10.21,121.61,0.89,6.23,Groundnut,SSP + Urea
Black,23.78,19.48,342.61,1.64,7.94,Soybean,NPK 20:20:0
Red,32.6,8.71,128.88,0.61,5.85,Groundnut,SSP + Urea
Laterite,16.24,9.18,121.17,0.61,4.86,Rubber,Organic Compost
Laterite,20.89,5.16,96.91,0.71,5.47,Rubber,Organic Compost
Red,28.12,13.01,158.09,0.98,5.73,Groundnut,Gypsum + SSP
Laterite,23.93,6.27,81.76,0.32,4.54,Rubber,Organic Mix
Laterite,32.31,13.65,97.11,0.32,5.49,Rubber,Organic Compost
Laterite,28.83,6.6,83.61,0.64,5.77,Rubber,Organic Compost
Red,25.69,17.11,125.97,0.47,5.88,Maize,SSP + Urea
Alluvial,58.68,29.31,200.88,1.35,7.03,Maize,Urea + DAP
Alluvial,70.49,28.5,169.79,1.23,6.5,Maize,Urea + MOP
Black,39.23,12.13,286.06,1.51,8.04,Soybean,NPK 20:20:0
Red,59.36,13.59,150.82,0.87,6.0,Groundnut,SSP + Urea
Alluvial,77.49,30.15,206.24,1.19,7.18,Rice,NPK 10:26:26
Alluvial,70.58,20.6,167.0,1.19,7.16,Sugarcane,Urea + MOP
Laterite,17.41,7.88,107.86,0.47,4.7,Rubber,Organic Compost
Red,44.06,9.15,121.22,0.67,5.56,Millets,Gypsum + SSP
Alluvial,60.0,31.68,162.58,1.29,7.61,Maize,NPK 10:26:26
Red,32.35,9.06,157.27,0.61,6.4,Millets,Gypsum + SSP
Black,44.94,14.37,277.67,1.45,7.09,Soybean,Potash + Urea
Black,29.0,12.21,255.98,1.04,8.35,Pulses,Potash + Urea
Red,55.02,14.51,163.27,0.63,5.33,Maize,SSP + Urea
Red,56.36,18.73,147.5,0.41,6.39,Maize,SSP + Urea
Black,34.31,15.05,303.18,1.86,7.66,Cotton,Potash + Urea
Red,40.75,10.38,124.61,0.44,6.01,Groundnut,Gypsum + SSP
Red,32.73,16.18,128.08,0.84,6.2,Maize,Gypsum + SSP
Alluvial,75.32,21.99,154.63,1.26,6.55,Rice,Urea + MOP
Laterite,17.31,7.96,118.61,0.58,5.79,Tea,Organic Compost
Black,17.84,21.42,323.53,1.14,7.7,Cotton,NPK 20:20:0
Alluvial,81.62,34.02,201.8,1.14,7.48,Rice,Urea + MOP
Laterite,37.09,7.8,134.31,0.72,4.67,Rubber,Organic Compost
Red,42.43,8.51,131.15,0.48,5.57,Maize,Gypsum + SSP
Black,43.55,23.84,269.51,1.09,7.93,Cotton,Potash + Urea
Laterite,32.35,5.55,102.86,0.43,5.31,Tea,Organic Mix
Laterite,23.99,8.69,107.56,0.47,4.98,Cashew,Organic Mix
Alluvial,64.48,37.16,211.91,1.29,6.96,Wheat,Urea + MOP
Alluvial,57.71,25.89,166.01,1.05,6.76,Sugarcane,NPK 10:26:26
Alluvial,62.39,26.24,191.38,0.95,6.91,Sugarcane,Urea + MOP
Red,37.59,15.02,156.46,0.73,5.8,Groundnut,SSP + Urea
Red,41.6,8.1,169.68,0.39,6.11,Maize,SSP + Urea
Black,24.04,24.3,270.62,1.47,7.75,Cotton,Potash + Urea
Black,36.92,21.14,252.04,1.99,7.16,Soybean,NPK 20:20:0
Alluvial,64.81,30.65,199.69,1.24,6.78,Maize,Urea + DAP
Alluvial,86.36,20.39,193.05,0.88,6.64,Maize,Urea + DAP
Alluvial,57.09,38.31,160.7,1.01,7.49,Rice,Urea + DAP
Red,56.29,17.51,146.96,0.53,5.47,Millets,SSP + Urea
Alluvial,77.28,33.1,174.11,1.28,7.41,Sugarcane,Urea + MOP
Alluvial,80.96,33.33,199.75,1.1,7.62,Maize,Urea + MOP
Alluvial,60.56,40.38,184.25,1.27,6.73,Sugarcane,Urea + DAP
Black,35.59,15.74,243.83,1.32,7.97,Pulses,NPK 20:20:0
Red,54.05,10.17,161.34,0.66,5.79,Millets,Gypsum + SSP
Alluvial,75.01,28.94,179.52,1.27,6.58,Rice,Urea + MOP
Red,32.49,17.83,135.79,0.7,6.05,Maize,Gypsum + SSP
Red,51.72,17.11,130.64,0.4,5.48,Groundnut,Gypsum + SSP
Black,43.15,18.04,244.84,1.58,7.19,Cotton,NPK 20:20:0
Laterite,14.96,9.66,78.1,0.64,5.12,Tea,Organic Compost
Alluvial,83.3,37.67,153.2,1.28,7.21,Maize,Urea + MOP
Alluvial,62.59,28.63,172.02,1.33,6.98,Wheat,Urea + DAP
Red,52.57,13.32,122.41,0.81,5.92,Groundnut,SSP + Urea
Laterite,13.76,8.28,87.86,0.38,5.53,Rubber,Organic Mix
Red,54.8,11.82,168.48,0.52,5.73,Groundnut,Gypsum + SSP
Red,31.05,8.42,119.04,0.62,6.39,Maize,Gypsum + SSP
Alluvial,76.97,23.29,206.8,0.76,7.23,Sugarcane,Urea + MOP
Alluvial,60.22,35.44,213.54,1.21,6.77,Rice,Urea + MOP
Red,42.05,13.09,161.94,0.7,6.21,Millets,SSP + Urea
Red,46.72,17.3,133.37,0.79,5.67,Millets,Gypsum + SSP
Alluvial,55.71,36.22,218.98,0.93,7.48,Sugarcane,NPK 10:26:26
Red,34.2,16.78,165.55,0.65,5.8,Groundnut,Gypsum + SSP
Laterite,13.91,10.01,112.15,0.42,5.04,Tea,Organic Compost
Black,23.74,9.86,333.12,1.37,8.14,Pulses,NPK 20:20:0
Black,36.73,12.78,288.01,1.73,7.18,Pulses,Potash + Urea
Black,38.22,23.62,287.73,1.46,7.93,Cotton,NPK 20:20:0
Red,43.19,7.65,145.78,0.65,5.95,Millets,SSP + Urea
Alluvial,78.41,27.88,221.2,1.25,6.86,Rice,Urea + MOP
Red,43.38,11.29,141.72,0.78,5.81,Maize,SSP + Urea
Laterite,16.67,10.81,106.76,0.34,5.12,Cashew,Organic Compost
Red,33.19,18.13,131.96,0.56,5.63,Maize,Gypsum + SSP
Alluvial,90.07,30.42,199.64,0.94,7.37,Wheat,Urea + MOP
Laterite,28.34,8.76,90.44,0.54,5.43,Cashew,Organic Compost
Alluvial,84.55,28.68,180.38,1.2,6.77,Wheat,Urea + DAP
Alluvial,76.81,38.0,194.11,0.77,6.84,Wheat,Urea + DAP
Red,57.86,9.09,139.46,0.62,5.88,Maize,SSP + Urea
Laterite,23.7,12.37,98.86,0.71,5.46,Rubber,Organic Compost
Black,44.07,23.77,279.7,1.57,7.55,Pulses,Potash + Urea
Red,29.14,11.68,138.47,0.85,5.53,Maize,SSP + Urea
Black,39.73,18.96,293.79,2.11,7.32,Cotton,NPK 20:20:0
Red,27.03,12.09,131.72,0.57,5.51,Millets,Gypsum + SSP
Laterite,33.2,7.77,80.73,0.47,4.6,Rubber,Organic Mix
Red,43.27,11.09,106.33,0.7,5.42,Groundnut,SSP + Urea
Alluvial,83.2,29.73,142.18,1.27,7.43,Rice,NPK 10:26:26
Laterite,11.74,8.35,103.18,0.43,4.49,Cashew,Organic Mix
Black,30.5,11.94,316.33,1.15,8.36,Pulses,NPK 20:20:0
Black,37.61,14.41,332.43,1.26,7.67,Cotton,NPK 20:20:0
Alluvial,78.97,25.77,218.27,1.08,6.78,Rice,NPK 10:26:26
Black,21.7,16.74,273.55,1.55,8.08,Soybean,Potash + Urea
Alluvial,74.9,35.06,176.82,1.34,7.04,Maize,Urea + DAP
Laterite,23.61,8.84,104.4,0.48,5.15,Tea,Organic Compost
Black,41.97,14.12,312.34,1.35,7.61,Soybean,Potash + Urea
Laterite,14.43,7.23,107.08,0.24,5.38,Rubber,Organic Mix
Laterite,26.14,9.98,127.42,0.71,5.77,Tea,Organic Compost
Red,48.42,10.44,140.04,0.65,5.62,Groundnut,SSP + Urea
Red,38.34,7.86,154.1,0.5,5.81,Maize,SSP + Urea
Black,20.57,12.49,305.99,1.74,7.4,Soybean,NPK 20:20:0
Laterite,11.52,8.3,104.49,0.29,5.65,Rubber,Organic Compost
Laterite,17.33,6.23,108.3,0.46,4.43,Tea,Organic Compost
Alluvial,64.21,28.13,170.11,1.0,6.65,Rice,Urea + MOP
Alluvial,88.15,30.16,186.58,1.34,6.78,Sugarcane,NPK 10:26:26
Red,59.98,7.41,141.56,0.83,5.68,Maize,SSP + Urea
Alluvial,82.23,32.2,188.53,0.9,7.11,Sugarcane,Urea + MOP
Black,25.89,13.28,271.19,1.64,8.13,Soybean,Potash + Urea
Red,33.74,14.0,142.68,0.79,6.15,Maize,Gypsum + SSP
Black,37.52,11.39,336.39,1.63,8.0,Pulses,NPK 20:20:0
Alluvial,58.95,21.98,170.1,1.01,7.32,Wheat,NPK 10:26:26
Laterite,20.81,5.33,119.75,0.48,5.4,Rubber,Organic Compost
Black,42.43,8.84,256.42,1.26,8.14,Soybean,Potash + Urea
Alluvial,64.61,22.56,191.07,1.02,7.2,Rice,NPK 10:26:26
Black,35.8,25.69,313.34,1.8,7.19,Cotton,NPK 20:20:0
Red,38.42,9.67,116.45,0.85,6.44,Groundnut,Gypsum + SSP
Black,26.95,17.44,261.25,1.09,7.33,Soybean,Potash + Urea
Laterite,19.63,6.66,82.62,0.3,5.31,Rubber,Organic Mix
Black,26.82,10.17,279.14,1.33,7.07,Cotton,NPK 20:20:0
Laterite,20.23,10.18,100.44,0.63,4.86,Rubber,Organic Mix
Red,23.16,9.74,121.53,0.62,5.61,Groundnut,SSP + Urea
Red,53.25,10.33,134.13,0.72,6.34,Millets,SSP + Urea
Red,58.45,18.07,154.45,0.81,5.94,Millets,SSP + Urea
Laterite,24.76,7.96,97.92,0.32,5.79,Cashew,Organic Mix
Black,23.92,9.34,239.83,1.59,7.5,Soybean,Potash + Urea
Black,30.17,22.02,276.07,1.97,7.26,Soybean,Potash + Urea
Laterite,20.48,11.34,85.27,0.44,5.61,Tea,Organic Compost
Red,37.56,15.23,124.14,0.71,5.55,Maize,Gypsum + SSP
Alluvial,81.85,29.29,173.44,1.04,7.11,Sugarcane,NPK 10:26:26
Black,37.86,17.01,266.41,2.08,7.25,Pulses,NPK 20:20:0
Alluvial,78.42,35.6,205.98,1.11,7.0,Maize,Urea + DAP
Black,23.95,20.29,330.04,1.26,8.37,Soybean,NPK 20:20:0
Alluvial,79.83,22.86,149.38,0.94,6.8,Sugarcane,Urea + DAP
Alluvial,74.8,34.15,165.03,0.87,7.5,Sugarcane,Urea + DAP
Alluvial,83.17,32.72,206.25,1.31,6.72,Wheat,Urea + MOP
Alluvial,74.95,37.68,221.36,0.91,7.6,Rice,Urea + DAP
Red,37.0,12.77,121.41,0.53,6.14,Millets,SSP + Urea
Laterite,18.19,11.11,89.92,0.55,4.87,Rubber,Organic Mix
Black,40.52,24.08,332.27,1.66,8.38,Soybean,Potash + Urea
Black,32.38,15.1,329.13,1.22,8.4,Soybean,Potash + Urea
Red,36.42,16.39,119.64,0.88,6.04,Maize,Gypsum + SSP
Laterite,21.46,8.09,96.93,0.56,4.61,Tea,Organic Compost
Red,47.06,13.37,138.09,0.77,6.25,Maize,SSP + Urea
Laterite,16.36,8.03,112.37,0.67,4.83,Cashew,Organic Compost
Laterite,27.42,7.11,97.07,0.72,4.85,Cashew,Organic Mix
Red,54.8,6.68,119.51,0.85,5.73,Millets,SSP + Urea
Laterite,32.63,12.19,123.89,0.62,5.33,Rubber,Organic Mix
Laterite,26.59,5.93,82.76,0.49,5.13,Rubber,Organic Compost
Red,40.62,12.99,124.68,0.68,5.45,Groundnut,SSP + Urea
Black,30.58,25.81,328.63,1.64,8.29,Cotton,NPK 20:20:0
Alluvial,63.12,24.66,176.5,1.1,6.37,Sugarcane,Urea + DAP
Red,27.42,14.67,172.03,0.56,6.4,Groundnut,SSP + Urea
Red,54.52,15.08,137.69,0.56,6.09,Maize,Gypsum + SSP
Laterite,20.48,8.69,130.28,0.63,5.4,Cashew,Organic Mix
Red,59.35,14.14,144.65,0.42,6.18,Millets,SSP + Urea
Black,41.97,20.82,328.77,1.7,7.43,Cotton,NPK 20:20:0
Alluvial,75.37,26.46,198.33,1.37,7.36,Sugarcane,Urea + MOP
Black,40.33,20.26,309.47,2.05,7.23,Soybean,Potash + Urea
Red,44.75,15.97,163.07,0.78,5.75,Maize,Gypsum + SSP
Black,37.15,18.25,316.04,1.72,7.75,Pulses,NPK 20:20:0
Alluvial,70.37,32.08,176.98,1.17,6.62,Rice,Urea + MOP
Laterite,33.32,10.44,102.67,0.64,4.74,Cashew,Organic Mix
Black,33.48,18.79,257.32,1.43,8.07,Cotton,NPK 20:20:0
Laterite,22.82,6.49,84.14,0.45,4.85,Rubber,Organic Compost
Alluvial,83.88,34.32,185.15,1.05,6.88,Rice,Urea + DAP
Alluvial,87.44,25.21,187.05,0.79,6.68,Sugarcane,NPK 10:26:26
Red,56.93,12.87,123.24,0.68,5.63,Groundnut,Gypsum + SSP
Alluvial,81.64,25.56,188.98,1.09,7.46,Sugarcane,Urea + DAP
Alluvial,71.49,33.88,168.18,0.98,6.41,Rice,Urea + DAP
Black,25.89,24.71,264.46,1.83,7.21,Cotton,Potash + Urea
Laterite,19.8,12.07,129.18,0.26,4.91,Tea,Organic Mix
Alluvial,70.6,24.17,214.63,0.98,7.13,Maize,Urea + DAP
Black,41.9,14.03,335.01,1.85,8.46,Cotton,Potash + Urea
Alluvial,71.9,33.2,170.29,1.28,7.33,Rice,NPK 10:26:26
Alluvial,75.05,28.82,216.38,1.2,7.15,Maize,NPK 10:26:26
Laterite,23.85,7.84,109.77,0.29,4.54,Cashew,Organic Compost
Black,30.92,16.01,297.31,1.4,8.31,Cotton,NPK 20:20:0
Alluvial,83.51,28.86,185.35,1.01,6.61,Wheat,Urea + MOP
Laterite,18.52,4.02,87.13,0.64,5.17,Cashew,Organic Mix
Black,32.0,13.52,340.66,1.7,7.49,Soybean,NPK 20:20:0
Black,20.89,10.91,254.52,1.76,7.52,Soybean,Potash + Urea
Laterite,27.29,5.76,96.72,0.44,5.18,Tea,Organic Mix
Alluvial,65.0,33.47,173.7,1.09,7.28,Rice,NPK 10:26:26
Red,49.55,15.55,131.9,0.79,5.66,Millets,Gypsum + SSP
Laterite,18.9,10.2,99.61,0.62,5.62,Rubber,Organic Compost
Laterite,30.89,7.14,92.89,0.58,5.76,Rubber,Organic Mix
Black,32.15,14.05,267.03,2.03,7.11,Soybean,NPK 20:20:0
Black,17.88,23.06,341.51,1.83,7.57,Cotton,NPK 20:20:0
Laterite,11.58,7.68,90.6,0.55,5.42,Rubber,Organic Compost
Laterite,13.05,6.46,115.31,0.66,5.13,Cashew,Organic Mix
Black,39.69,20.29,272.63,1.26,7.19,Soybean,Potash + Urea
Laterite,24.72,9.49,85.55,0.48,5.59,Cashew,Organic Mix
Red,42.69,13.37,165.03,0.47,6.63,Groundnut,Gypsum + SSP
Laterite,15.0,5.94,96.99,0.48,4.69,Tea,Organic Compost
Laterite,20.91,6.13,93.35,0.61,5.86,Tea,Organic Mix
Laterite,28.27,4.23,86.04,0.6,5.61,Rubber,Organic Mix
Alluvial,57.32,28.0,204.88,0.81,6.86,Sugarcane,Urea + MOP
